ssg,scenario,page_count,iteration,build_time_ms,peak_memory_kb,output_files,status,post_files
eleventy,minimal,1000,3,1495,149996,1002,success,1000
pelican,minimal,1000,3,2776,40360,1001,success,1000
hexo,minimal,1000,3,2462,214948,1002,success,1000
hugo,minimal,1000,3,339,83460,1002,success,1000
zola,minimal,1000,3,320,72240,1003,success,1000
hugo,blog,10,1,69,23852,24,success,10
zola,blog,10,1,307,137024,25,success,10
jekyll,blog,10,1,585,40200,22,success,10
hwaro,blog,10,1,38,17184,23,success,10
eleventy,blog,10,1,520,58188,22,success,10
pelican,blog,10,1,441,32912,21,success,10
hexo,blog,10,1,604,66980,22,success,10
zola,blog,10,2,328,136892,25,success,10
jekyll,blog,10,2,586,40020,22,success,10
hwaro,blog,10,2,36,17404,23,success,10
eleventy,blog,10,2,520,58216,22,success,10
pelican,blog,10,2,435,32892,21,success,10
hexo,blog,10,2,613,67544,22,success,10
hugo,blog,10,2,73,24688,24,success,10
jekyll,blog,10,3,583,40812,22,success,10
hwaro,blog,10,3,39,16980,23,success,10
eleventy,blog,10,3,521,62668,22,success,10
pelican,blog,10,3,449,33016,21,success,10
hexo,blog,10,3,613,67136,22,success,10
hugo,blog,10,3,77,24128,24,success,10
zola,blog,10,3,304,136992,25,success,10
hugo,blog,100,1,231,40392,123,success,100
zola,blog,100,1,424,143812,124,success,100
jekyll,blog,100,1,671,45120,121,success,100
hwaro,blog,100,1,71,30472,122,success,100
eleventy,blog,100,1,706,86600,121,success,100
pelican,blog,100,1,1009,35472,120,success,100
hexo,blog,100,1,967,108792,121,success,100
zola,blog,100,2,428,143604,124,success,100
jekyll,blog,100,2,677,45512,121,success,100
hwaro,blog,100,2,77,30492,122,success,100
eleventy,blog,100,2,715,87592,121,success,100
pelican,blog,100,2,1014,35432,120,success,100
hexo,blog,100,2,947,109456,121,success,100
hugo,blog,100,2,242,40692,123,success,100
jekyll,blog,100,3,668,45260,121,success,100
hwaro,blog,100,3,71,30464,122,success,100
eleventy,blog,100,3,714,88256,121,success,100
pelican,blog,100,3,1027,35584,120,success,100
hexo,blog,100,3,962,108932,121,success,100
hugo,blog,100,3,240,40800,123,success,100
zola,blog,100,3,428,143804,124,success,100
hugo,blog,1000,1,2065,160836,1113,success,1000
zola,blog,1000,1,1709,219348,1114,success,1000
jekyll,blog,1000,1,1552,83024,1111,success,1000
hwaro,blog,1000,1,653,82216,1112,success,1000
eleventy,blog,1000,1,2193,178032,1111,success,1000
pelican,blog,1000,1,6624,57676,1110,success,1000
hexo,blog,1000,1,3898,393996,1111,success,1000
zola,blog,1000,2,1641,216340,1114,success,1000
jekyll,blog,1000,2,1522,83656,1111,success,1000
hwaro,blog,1000,2,629,81236,1112,success,1000
eleventy,blog,1000,2,2192,181924,1111,success,1000
pelican,blog,1000,2,6677,57492,1110,success,1000
hexo,blog,1000,2,3939,379164,1111,success,1000
hugo,blog,1000,2,1817,159080,1113,success,1000
jekyll,blog,1000,3,1503,83532,1111,success,1000
hwaro,blog,1000,3,507,80884,1112,success,1000
eleventy,blog,1000,3,2152,178856,1111,success,1000
pelican,blog,1000,3,6579,57720,1110,success,1000
hexo,blog,1000,3,3912,373340,1111,success,1000
hugo,blog,1000,3,1839,163300,1113,success,1000
zola,blog,1000,3,1635,216504,1114,success,1000
hugo,heavy,10,1,72,24124,24,success,10
zola,heavy,10,1,363,143268,25,success,10
jekyll,heavy,10,1,600,40108,22,success,10
hwaro,heavy,10,1,36,21764,23,success,10
eleventy,heavy,10,1,513,60260,22,success,10
pelican,heavy,10,1,450,33220,21,success,10
hexo,heavy,10,1,615,67712,22,success,10
zola,heavy,10,2,410,142940,25,success,10
jekyll,heavy,10,2,572,40252,22,success,10
hwaro,heavy,10,2,40,20716,23,success,10
eleventy,heavy,10,2,530,61312,22,success,10
pelican,heavy,10,2,462,33048,21,success,10
hexo,heavy,10,2,616,67768,22,success,10
hugo,heavy,10,2,82,24476,24,success,10
jekyll,heavy,10,3,602,40276,22,success,10
hwaro,heavy,10,3,39,22036,23,success,10
eleventy,heavy,10,3,526,59760,22,success,10
pelican,heavy,10,3,448,33164,21,success,10
hexo,heavy,10,3,614,67940,22,success,10
hugo,heavy,10,3,93,26820,24,success,10
zola,heavy,10,3,347,143216,25,success,10
hugo,heavy,100,1,265,43464,123,success,100
zola,heavy,100,1,1393,198736,124,success,100
jekyll,heavy,100,1,719,45156,121,success,100
hwaro,heavy,100,1,94,34000,122,success,100
eleventy,heavy,100,1,725,92652,121,success,100
pelican,heavy,100,1,1083,35820,120,success,100
hexo,heavy,100,1,1011,110892,121,success,100
zola,heavy,100,2,1476,198344,124,success,100
jekyll,heavy,100,2,730,45300,121,success,100
hwaro,heavy,100,2,94,32224,122,success,100
eleventy,heavy,100,2,756,91024,121,success,100
pelican,heavy,100,2,1065,35720,120,success,100
hexo,heavy,100,2,1009,110064,121,success,100
hugo,heavy,100,2,275,41200,123,success,100
jekyll,heavy,100,3,712,44928,121,success,100
hwaro,heavy,100,3,100,31244,122,success,100
eleventy,heavy,100,3,729,90332,121,success,100
pelican,heavy,100,3,1044,35776,120,success,100
hexo,heavy,100,3,997,107108,121,success,100
hugo,heavy,100,3,261,43696,123,success,100
zola,heavy,100,3,1440,198428,124,success,100
hugo,heavy,1000,1,2590,171948,1113,success,1000
zola,heavy,1000,1,104630,755676,1114,success,1000
jekyll,heavy,1000,1,2093,88360,1111,success,1000
hwaro,heavy,1000,1,2373,105096,1112,success,1000
eleventy,heavy,1000,1,2985,186336,1111,success,1000
pelican,heavy,1000,1,6982,59692,1110,success,1000
hexo,heavy,1000,1,5508,366212,1111,success,1000
zola,heavy,1000,2,105784,754724,1114,success,1000
jekyll,heavy,1000,2,2087,88508,1111,success,1000
hwaro,heavy,1000,2,2393,101216,1112,success,1000
eleventy,heavy,1000,2,2967,191708,1111,success,1000
pelican,heavy,1000,2,6893,59880,1110,success,1000
hexo,heavy,1000,2,5566,369508,1111,success,1000
hugo,heavy,1000,2,2575,176436,1113,success,1000
jekyll,heavy,1000,3,2047,88520,1111,success,1000
hwaro,heavy,1000,3,2357,100924,1112,success,1000
eleventy,heavy,1000,3,2926,184704,1111,success,1000
pelican,heavy,1000,3,7014,59304,1110,success,1000
hexo,heavy,1000,3,5501,424484,1111,success,1000
hugo,heavy,1000,3,2596,172368,1113,success,1000
zola,heavy,1000,3,106445,754032,1114,success,1000
